% Model:              2d.mph
% Version:            COMSOL 5.4.0.225
% Date:               Jun 26 2019, 14:46
% Dimension:          2
% Nodes:              21311
% Expressions:        3
% Description:        Velocity field, r component, Velocity field, z component, Pressure
% Length unit:        m
% r                       z                        u (m/s)                  w (m/s)                  p (Pa)
1.0E-4                    0.008700000000000001     -0.2224608471955365      15.625344222460335       0.9906595893755992
1.0E-4                    0.0088                   -0.22128793064698127     16.079442473761443       0.990073788003006
1.0E-4                    0.0089                   -0.22128793064698127     16.52919521786472        0.9894271428316421
1.0E-4                    0.009000000000000001     -0.22128793064698118     16.978947961968007       0.9887804976602782
1.0E-4                    0.0091                   -0.20963413624416563     17.420094507169246       0.9880869769846045
1.0E-4                    0.0092                   -0.2057772817196104      17.84355459382893        0.9873196490637305
1.0E-4                    0.009300000000000001     -0.2057772817196104      18.260018972918893       0.9865236757803277
1.0E-4                    0.0094                   -0.18979331940078237     18.66603030364554        0.9857291176949399
1.0E-4                    0.0095                   -0.1710089841253039      19.05270402702226        0.9849404625174237
1.0E-4                    0.009600000000000001     -0.1710089841253039      19.405710642469074       0.9841649877218368
1.0E-4                    0.0097                   -0.1558744931385451      19.744186333627567       0.9833107263971013
1.0E-4                    0.0098                   -0.13053821566171758     20.055324871467764       0.9823553070216654
1.0E-4                    0.0099                   -0.13053821566171758     20.3304045863419         0.9813663821495043
1.0E-4                    0.01                     -0.102544567007387       20.581823236180096       0.9804031486091624
1.0E-4                    0.010100000000000001     -0.07139252099281242     20.780876863272756       0.9794082469983106
1.0E-4                    0.0102                   -0.07127822784220035     20.95334991776359        0.9783368753742369
1.0E-4                    0.0103                   -0.033757301063623735    21.078989275206567       0.9772953192824055
1.0E-4                    0.010400000000000001     -0.03120294405054386     21.16063583957997        0.9762751780343076
1.0E-4                    0.0105                   4.866256595556506E-5     21.20573886254217        0.9752602268606678
1.0E-4                    0.0106                   0.023660808305306317     21.20962160252575        0.9743006769362021
1.0E-4                    0.010700000000000001     0.026342824692343506     21.1815134556015         0.9733889305126654
1.0E-4                    0.0108                   0.06937923220108394      21.11011414870835        0.9723060533022374
1.0E-4                    0.0109                   0.06963717826904008      20.986826268424185       0.971222411087892
1.0E-4                    0.011000000000000001     0.09964832672319288      20.836355886039918       0.9702228689275423
1.0E-4                    0.0111                   0.12946785261309463      20.630537557652787       0.9692537130776095
1.0E-4                    0.0112                   0.12946785261309463      20.39902629029493        0.9682210422316744
1.0E-4                    0.011300000000000001     0.155168702551157        20.129625313150115       0.9672263253469912
1.0E-4                    0.0114                   0.16891512826881808      19.826600171604873       0.9663482682663936
1.0E-4                    0.0115                   0.16891512826881805      19.507634899600458       0.9655448013706357
1.0E-4                    0.011600000000000001     0.19151829089516464      19.15099393883459        0.9647240890676692
1.0E-4                    0.0117                   0.20644112337730278      18.772900639799712       0.9639057604906739
1.0E-4                    0.0118                   0.20644112337730272      18.3816545186914         0.9630949585773299
1.0E-4                    0.0119                   0.2132205137645921       17.977716022593274       0.9623196981576487
1.0E-4                    0.012                    0.22487546064062736      17.555134632131075       0.9615998778519356
1.0E-4                    0.012100000000000001     0.22487546064062744      17.120985453371365       0.9609238046445627
1.0E-4                    0.0122                   0.2251552601226157       16.686005508134787       0.9602523416676674
1.0E-4                    0.0123                   0.2285466818694004       16.241786691375218       0.959632148606278
1.0E-4                    0.012400000000000001     0.2290345313901147       15.795232603535677       0.959056412255018
1.0E-4                    0.0125                   0.2290345313901147       15.348286150434184       0.9584881453872222
1.0E-4                    0.0126                   0.22457237205738245      14.905068369986944       0.9579621014297812
1.0E-4                    0.012700000000000001     0.22082564988542713      14.466515224115438       0.9574751989659275
1.0E-4                    0.0128                   0.22082564988542713      14.031625816545816       0.9570121211940837
1.0E-4                    0.0129                   0.21765702023808606      13.600832181213892       0.956562405266396
1.0E-4                    0.013000000000000001     0.20514108845816345      13.182326529398182       0.9561527825367505
1.0E-4                    0.0131                   0.2051410884581634       12.775322263627274       0.9557814202940615
1.0E-4                    0.0132                   0.2051410884581634       12.368317997856371       0.9554100580513727
1.0E-4                    0.013300000000000001     0.19222699975252225      11.979686011026057       0.9550788049622647
1.0E-4                    0.0134                   0.18610983974003972      11.603575939566737       0.9547756229886908
1.0E-4                    0.0135                   0.18610983974003967      11.233370565788917       0.9544858149689717
1.0E-4                    0.013600000000000001     0.17750453106485095      10.875127692689402       0.9542137380218523
1.0E-4                    0.0137                   0.16643446300232512      10.532422764866643       0.9539661288457679
1.0E-4                    0.013800000000000002     0.16643446300232517      10.201128532091717       0.9537386127330598
1.0E-4                    0.013900000000000001     0.15917050313925474      9.87936846059687         0.953518553312009
1.0E-4                    0.014                    0.14796741848982964      9.572608715079753        0.9533128600263013
1.0E-4                    0.014100000000000001     0.14796741848982964      9.277250318523222        0.9531230797630319
1.0E-4                    0.0142                   0.1392548588359897       8.993912509672105        0.952943209613882
1.0E-4                    0.0143                   0.13064860806777948      8.724221654054297        0.9527756962262024
1.0E-4                    0.014400000000000001     0.13064860806777948      8.462606903971878        0.9526164403886879
1.0E-4                    0.0145                   0.12343816756676149      8.210809621193508        0.9524613706866822
1.0E-4                    0.0146                   0.11433779910518814      7.9730940864258875       0.9523159239482131
1.0E-4                    0.014700000000000001     0.11433779910518811      7.744196109172497        0.9521809053916049
1.0E-4                    0.0148                   0.11134964340339021      7.519454238550764        0.9520506458741961
1.0E-4                    0.0149                   0.09839238097025291      7.308854164283579        0.9519365119722957
1.0E-4                    0.015000000000000001     0.09839238097025288      7.111634716186567        0.9518299957725274
1.0E-4                    0.0151                   0.09839238097025291      6.914415268089559        0.9517234795727592
1.0E-4                    0.0152                   0.08885129924042001      6.730911031709466        0.9516267817287337
1.0E-4                    0.015300000000000001     0.08406471441007222      6.557207242466944        0.9515374826804686
1.0E-4                    0.0154                   0.08406471441007222      6.388405891074219        0.9514519643891368
1.0E-4                    0.0155                   0.08009358886463572      6.225362506133853        0.9513695233544994
